Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
150,74324,74324,10000.0,2025-01-27,1
151,722620,722620,10000.0,2025-09-21,1
152,121543,121543,10000.0,2025-02-13,1
153,201025,201025,10000.0,2025-03-14,1
154,658342,658342,10000.0,2025-08-28,1
155,387571,387571,10000.0,2025-05-21,1
156,907449,907449,10000.0,2025-11-28,1
157,35958,35958,10000.0,2025-01-13,1
158,406643,406643,10000.0,2025-05-28,1
159,767708,767708,10000.0,2025-10-07,1
160,933214,933214,10000.0,2025-12-07,1
161,160771,160771,10000.0,2025-02-27,1
162,554530,554530,10000.0,2025-07-21,1
163,239215,239215,10000.0,2025-03-28,1
164,37766,37766,10000.0,2025-01-13,1
165,823850,823850,10000.0,2025-10-28,1
166,516102,516102,10000.0,2025-07-07,1
167,552455,552455,10000.0,2025-07-21,1
168,101169,101169,10000.0,2025-02-06,1
169,219592,219592,10000.0,2025-03-21,1
170,704307,704307,10000.0,2025-09-14,1
171,470313,470313,10000.0,2025-06-21,1
172,489844,489844,10000.0,2025-06-28,1
173,656638,656638,10000.0,2025-08-28,1
174,433752,433752,10000.0,2025-06-07,1
175,57161,57161,10000.0,2025-01-20,1
176,17470,17470,10000.0,2025-01-06,1
177,953062,953062,10000.0,2025-12-14,1
178,889762,889762,10000.0,2025-11-21,1
179,657041,657041,10000.0,2025-08-28,1
180,932987,932987,10000.0,2025-12-07,1
181,599749,599749,10000.0,2025-08-07,1
182,348987,348987,10000.0,2025-05-07,1
183,238825,238825,10000.0,2025-03-28,1
184,765300,765300,10000.0,2025-10-07,1
185,159038,159038,10000.0,2025-02-27,1
186,159806,159806,10000.0,2025-02-27,1
187,851117,851117,10000.0,2025-11-07,1
188,532924,532924,10000.0,2025-07-14,1
189,122484,122484,10000.0,2025-02-13,1
190,804224,804224,10000.0,2025-10-21,1
191,267002,267002,10000.0,2025-04-07,1
192,534491,534491,10000.0,2025-07-14,1
193,552030,552030,10000.0,2025-07-21,1
194,970643,970643,10000.0,2025-12-21,1
195,722940,722940,10000.0,2025-09-21,1
196,850946,850946,10000.0,2025-11-07,1
197,406636,406636,10000.0,2025-05-28,1
198,103290,103290,10000.0,2025-02-06,1
199,600164,600164,10000.0,2025-08-07,1
200,284439,284439,10000.0,2025-04-14,1
201,785844,785844,10000.0,2025-10-14,1
202,122124,122124,10000.0,2025-02-13,1
203,405737,405737,10000.0,2025-05-28,1
204,218648,218648,10000.0,2025-03-21,1
205,767252,767252,10000.0,2025-10-07,1
206,684191,684191,10000.0,2025-09-07,1
207,432271,432271,10000.0,2025-06-07,1
208,266214,266214,10000.0,2025-04-07,1
209,656402,656402,10000.0,2025-08-28,1
210,75562,75562,10000.0,2025-01-27,1
211,952707,952707,10000.0,2025-12-14,1
212,140644,140644,10000.0,2025-02-20,1
213,552905,552905,10000.0,2025-07-21,1
214,514071,514071,10000.0,2025-07-07,1
215,824703,824703,10000.0,2025-10-28,1
216,824943,824943,10000.0,2025-10-28,1
217,516125,516125,10000.0,2025-07-07,1
218,36908,36908,10000.0,2025-01-13,1
219,618211,618211,10000.0,2025-08-14,1
220,721516,721516,10000.0,2025-09-21,1
221,552659,552659,10000.0,2025-07-21,1
222,286339,286339,10000.0,2025-04-14,1
223,285554,285554,10000.0,2025-04-14,1
224,219041,219041,10000.0,2025-03-21,1
225,285318,285318,10000.0,2025-04-14,1
226,325063,325063,10000.0,2025-04-28,1
227,657139,657139,10000.0,2025-08-28,1
228,18369,18369,10000.0,2025-01-06,1
229,158777,158777,10000.0,2025-02-27,1
230,122283,122283,10000.0,2025-02-13,1
231,240000,240000,10000.0,2025-03-28,1
232,37815,37815,10000.0,2025-01-13,1
233,766977,766977,10000.0,2025-10-07,1
234,805842,805842,10000.0,2025-10-21,1
235,767687,767687,10000.0,2025-10-07,1
236,366632,366632,10000.0,2025-05-14,1
237,786555,786555,10000.0,2025-10-14,1
238,785683,785683,10000.0,2025-10-14,1
239,122827,122827,10000.0,2025-02-13,1
240,101684,101684,10000.0,2025-02-06,1
241,160265,160265,10000.0,2025-02-27,1
242,17465,17465,10000.0,2025-01-06,1
243,934202,934202,10000.0,2025-12-07,1
244,704235,704235,10000.0,2025-09-14,1
245,952884,952884,10000.0,2025-12-14,1
246,573494,573494,10000.0,2025-07-28,1
247,703650,703650,10000.0,2025-09-14,1
248,533856,533856,10000.0,2025-07-14,1
249,220237,220237,10000.0,2025-03-21,1
250,387645,387645,10000.0,2025-05-21,1
251,238330,238330,10000.0,2025-03-28,1
252,515226,515226,10000.0,2025-07-07,1
253,970408,970408,10000.0,2025-12-21,1
254,803919,803919,10000.0,2025-10-21,1
255,599899,599899,10000.0,2025-08-07,1
256,722506,722506,10000.0,2025-09-21,1
257,723379,723379,10000.0,2025-09-21,1
258,971790,971790,10000.0,2025-12-21,1
259,324248,324248,10000.0,2025-04-28,1
260,18574,18574,10000.0,2025-01-06,1
261,472593,472593,10000.0,2025-06-21,1
262,702303,702303,10000.0,2025-09-14,1
263,491652,491652,10000.0,2025-06-28,1
264,513743,513743,10000.0,2025-07-07,1
265,367078,367078,10000.0,2025-05-14,1
266,452749,452749,10000.0,2025-06-14,1
267,533474,533474,10000.0,2025-07-14,1
268,432471,432471,10000.0,2025-06-07,1
269,453385,453385,10000.0,2025-06-14,1
270,951537,951537,10000.0,2025-12-14,1
271,220665,220665,10000.0,2025-03-21,1
272,404855,404855,10000.0,2025-05-28,1
273,323398,323398,10000.0,2025-04-28,1
274,784977,784977,10000.0,2025-10-14,1
275,721427,721427,10000.0,2025-09-21,1
276,514893,514893,10000.0,2025-07-07,1
277,657330,657330,10000.0,2025-08-28,1
278,220100,220100,10000.0,2025-03-21,1
279,889949,889949,10000.0,2025-11-21,1
280,490526,490526,10000.0,2025-06-28,1
281,618697,618697,10000.0,2025-08-14,1
282,323950,323950,10000.0,2025-04-28,1
283,684928,684928,10000.0,2025-09-07,1
284,305397,305397,10000.0,2025-04-21,1
285,533201,533201,10000.0,2025-07-14,1
286,934423,934423,10000.0,2025-12-07,1
287,932091,932091,10000.0,2025-12-07,1
288,102013,102013,10000.0,2025-02-06,1
289,704479,704479,10000.0,2025-09-14,1
290,888329,888329,10000.0,2025-11-21,1
291,385474,385474,10000.0,2025-05-21,1
292,348422,348422,10000.0,2025-05-07,1
293,533536,533536,10000.0,2025-07-14,1
294,572053,572053,10000.0,2025-07-28,1
295,16741,16741,10000.0,2025-01-06,1
296,600989,600989,10000.0,2025-08-07,1
297,267138,267138,10000.0,2025-04-07,1
298,101860,101860,10000.0,2025-02-06,1
299,704069,704069,10000.0,2025-09-14,1
300,934079,934079,10000.0,2025-12-07,1
301,286601,286601,10000.0,2025-04-14,1
302,240085,240085,10000.0,2025-03-28,1
303,472177,472177,10000.0,2025-06-21,1
304,387693,387693,10000.0,2025-05-21,1
305,238852,238852,10000.0,2025-03-28,1
306,850538,850538,10000.0,2025-11-07,1
307,515343,515343,10000.0,2025-07-07,1
308,218878,218878,10000.0,2025-03-21,1
309,366866,366866,10000.0,2025-05-14,1
310,552191,552191,10000.0,2025-07-21,1
311,181553,181553,10000.0,2025-03-07,1
312,470275,470275,10000.0,2025-06-21,1
313,704612,704612,10000.0,2025-09-14,1
314,140965,140965,10000.0,2025-02-20,1
315,890191,890191,10000.0,2025-11-21,1
316,703355,703355,10000.0,2025-09-14,1
317,952081,952081,10000.0,2025-12-14,1
318,785177,785177,10000.0,2025-10-14,1
319,452951,452951,10000.0,2025-06-14,1
320,304086,304086,10000.0,2025-04-21,1
321,533997,533997,10000.0,2025-07-14,1
322,723459,723459,10000.0,2025-09-21,1
323,951237,951237,10000.0,2025-12-14,1
324,160584,160584,10000.0,2025-02-27,1
325,786487,786487,10000.0,2025-10-14,1
326,851358,851358,10000.0,2025-11-07,1
327,871234,871234,10000.0,2025-11-14,1
328,805828,805828,10000.0,2025-10-21,1
329,515841,515841,10000.0,2025-07-07,1
330,741558,741558,10000.0,2025-09-28,1
331,200230,200230,10000.0,2025-03-14,1
332,101856,101856,10000.0,2025-02-06,1
333,181563,181563,10000.0,2025-03-07,1
334,823191,823191,10000.0,2025-10-28,1
335,159221,159221,10000.0,2025-02-27,1
336,284856,284856,10000.0,2025-04-14,1
337,122109,122109,10000.0,2025-02-13,1
338,909740,909740,10000.0,2025-11-28,1
339,367422,367422,10000.0,2025-05-14,1
340,219367,219367,10000.0,2025-03-21,1
341,657747,657747,10000.0,2025-08-28,1
342,888066,888066,10000.0,2025-11-21,1
343,347990,347990,10000.0,2025-05-07,1
344,451157,451157,10000.0,2025-06-14,1
345,266260,266260,10000.0,2025-04-07,1
346,325153,325153,10000.0,2025-04-28,1
347,685067,685067,10000.0,2025-09-07,1
348,805755,805755,10000.0,2025-10-21,1
349,451376,451376,10000.0,2025-06-14,1
350,347320,347320,10000.0,2025-05-07,1
351,385673,385673,10000.0,2025-05-21,1
352,534808,534808,10000.0,2025-07-14,1
353,35851,35851,10000.0,2025-01-13,1
354,766360,766360,10000.0,2025-10-07,1
355,868967,868967,10000.0,2025-11-14,1
356,471084,471084,10000.0,2025-06-21,1
357,433064,433064,10000.0,2025-06-07,1
358,385752,385752,10000.0,2025-05-21,1
359,618752,618752,10000.0,2025-08-14,1
360,535063,535063,10000.0,2025-07-14,1
361,572853,572853,10000.0,2025-07-28,1
362,617795,617795,10000.0,2025-08-14,1
363,637256,637256,10000.0,2025-08-21,1
364,218826,218826,10000.0,2025-03-21,1
365,37742,37742,10000.0,2025-01-13,1
366,952921,952921,10000.0,2025-12-14,1
367,722542,722542,10000.0,2025-09-21,1
368,239805,239805,10000.0,2025-03-28,1
369,323195,323195,10000.0,2025-04-28,1
370,303802,303802,10000.0,2025-04-21,1
371,972020,972020,10000.0,2025-12-21,1
372,121031,121031,10000.0,2025-02-13,1
373,348559,348559,10000.0,2025-05-07,1
374,324089,324089,10000.0,2025-04-28,1
375,323232,323232,10000.0,2025-04-28,1
376,161117,161117,10000.0,2025-02-27,1
377,305030,305030,10000.0,2025-04-21,1
378,74690,74690,10000.0,2025-01-27,1
379,35854,35854,10000.0,2025-01-13,1
380,452397,452397,10000.0,2025-06-14,1
381,76206,76206,10000.0,2025-01-27,1
382,76119,76119,10000.0,2025-01-27,1
383,991364,991364,10000.0,2025-12-28,1
384,55439,55439,10000.0,2025-01-20,1
385,909173,909173,10000.0,2025-11-28,1
386,951704,951704,10000.0,2025-12-14,1
387,200569,200569,10000.0,2025-03-14,1
388,553241,553241,10000.0,2025-07-21,1
389,368041,368041,10000.0,2025-05-14,1
390,553554,553554,10000.0,2025-07-21,1
391,869778,869778,10000.0,2025-11-14,1
392,453125,453125,10000.0,2025-06-14,1
393,122454,122454,10000.0,2025-02-13,1
394,702477,702477,10000.0,2025-09-14,1
395,970327,970327,10000.0,2025-12-21,1
396,619349,619349,10000.0,2025-08-14,1
397,804636,804636,10000.0,2025-10-21,1
398,888260,888260,10000.0,2025-11-21,1
399,141482,141482,10000.0,2025-02-20,1
400,685379,685379,10000.0,2025-09-07,1
401,140550,140550,10000.0,2025-02-20,1
402,368592,368592,10000.0,2025-05-14,1
403,618768,618768,10000.0,2025-08-14,1
404,491467,491467,10000.0,2025-06-28,1
405,850320,850320,10000.0,2025-11-07,1
406,348809,348809,10000.0,2025-05-07,1
407,180949,180949,10000.0,2025-03-07,1
408,571914,571914,10000.0,2025-07-28,1
409,534070,534070,10000.0,2025-07-14,1
410,140401,140401,10000.0,2025-02-20,1
411,491079,491079,10000.0,2025-06-28,1
412,953460,953460,10000.0,2025-12-14,1
413,742119,742119,10000.0,2025-09-28,1
414,74825,74825,10000.0,2025-01-27,1
415,553266,553266,10000.0,2025-07-21,1
416,785192,785192,10000.0,2025-10-14,1
417,18522,18522,10000.0,2025-01-06,1
418,740681,740681,10000.0,2025-09-28,1
419,347634,347634,10000.0,2025-05-07,1
420,722152,722152,10000.0,2025-09-21,1
421,599927,599927,10000.0,2025-08-07,1
422,471458,471458,10000.0,2025-06-21,1
423,618127,618127,10000.0,2025-08-14,1
424,55669,55669,10000.0,2025-01-20,1
425,933999,933999,10000.0,2025-12-07,1
426,240220,240220,10000.0,2025-03-28,1
427,991658,991658,10000.0,2025-12-28,1
428,599852,599852,10000.0,2025-08-07,1
429,851737,851737,10000.0,2025-11-07,1
430,141171,141171,10000.0,2025-02-20,1
431,933768,933768,10000.0,2025-12-07,1
432,656279,656279,10000.0,2025-08-28,1
433,953555,953555,10000.0,2025-12-14,1
434,471572,471572,10000.0,2025-06-21,1
435,723636,723636,10000.0,2025-09-21,1
436,990422,990422,10000.0,2025-12-28,1
437,952405,952405,10000.0,2025-12-14,1
438,515711,515711,10000.0,2025-07-07,1
439,450921,450921,10000.0,2025-06-14,1
440,285384,285384,10000.0,2025-04-14,1
441,991431,991431,10000.0,2025-12-28,1
442,36710,36710,10000.0,2025-01-13,1
443,17420,17420,10000.0,2025-01-06,1
444,552521,552521,10000.0,2025-07-21,1
445,102631,102631,10000.0,2025-02-06,1
446,515643,515643,10000.0,2025-07-07,1
447,489362,489362,10000.0,2025-06-28,1
448,740901,740901,10000.0,2025-09-28,1
449,489680,489680,10000.0,2025-06-28,1
450,722618,722618,10000.0,2025-09-21,1
451,140101,140101,10000.0,2025-02-20,1
452,533817,533817,10000.0,2025-07-14,1
453,489992,489992,10000.0,2025-06-28,1
454,404829,404829,10000.0,2025-05-28,1
455,554678,554678,10000.0,2025-07-21,1
456,387859,387859,10000.0,2025-05-21,1
457,785051,785051,10000.0,2025-10-14,1
458,265355,265355,10000.0,2025-04-07,1
459,533401,533401,10000.0,2025-07-14,1
460,552018,552018,10000.0,2025-07-21,1
461,870486,870486,10000.0,2025-11-14,1
462,348380,348380,10000.0,2025-05-07,1
463,55899,55899,10000.0,2025-01-20,1
464,406230,406230,10000.0,2025-05-28,1
465,433834,433834,10000.0,2025-06-07,1
466,805643,805643,10000.0,2025-10-21,1
467,201797,201797,10000.0,2025-03-14,1
468,18084,18084,10000.0,2025-01-06,1
469,433421,433421,10000.0,2025-06-07,1
470,600593,600593,10000.0,2025-08-07,1
471,571392,571392,10000.0,2025-07-28,1
472,18958,18958,10000.0,2025-01-06,1
473,324114,324114,10000.0,2025-04-28,1
474,56567,56567,10000.0,2025-01-20,1
475,533329,533329,10000.0,2025-07-14,1
476,890419,890419,10000.0,2025-11-21,1
477,803589,803589,10000.0,2025-10-21,1
478,36276,36276,10000.0,2025-01-13,1
479,366378,366378,10000.0,2025-05-14,1
480,656833,656833,10000.0,2025-08-28,1
481,786791,786791,10000.0,2025-10-14,1
482,617757,617757,10000.0,2025-08-14,1
483,803634,803634,10000.0,2025-10-21,1
484,453357,453357,10000.0,2025-06-14,1
485,101353,101353,10000.0,2025-02-06,1
486,451485,451485,10000.0,2025-06-14,1
487,990700,990700,10000.0,2025-12-28,1
488,990779,990779,10000.0,2025-12-28,1
489,220443,220443,10000.0,2025-03-21,1
490,451508,451508,10000.0,2025-06-14,1
491,533366,533366,10000.0,2025-07-14,1
492,989808,989808,10000.0,2025-12-28,1
493,989695,989695,10000.0,2025-12-28,1
494,850143,850143,10000.0,2025-11-07,1
495,600969,600969,10000.0,2025-08-07,1
496,472337,472337,10000.0,2025-06-21,1
497,571893,571893,10000.0,2025-07-28,1
498,200372,200372,10000.0,2025-03-14,1
499,991449,991449,10000.0,2025-12-28,1
500,491568,491568,10000.0,2025-06-28,1
501,741283,741283,10000.0,2025-09-28,1
502,56544,56544,10000.0,2025-01-20,1
503,219330,219330,10000.0,2025-03-21,1
504,220627,220627,10000.0,2025-03-21,1
505,953301,953301,10000.0,2025-12-14,1
506,704138,704138,10000.0,2025-09-14,1
507,683280,683280,10000.0,2025-09-07,1
508,617669,617669,10000.0,2025-08-14,1
509,324591,324591,10000.0,2025-04-28,1
510,803701,803701,10000.0,2025-10-21,1
511,16857,16857,10000.0,2025-01-06,1
512,56009,56009,10000.0,2025-01-20,1
513,17560,17560,10000.0,2025-01-06,1
514,267150,267150,10000.0,2025-04-07,1
515,571825,571825,10000.0,2025-07-28,1
516,950918,950918,10000.0,2025-12-14,1
517,638870,638870,10000.0,2025-08-21,1
518,870125,870125,10000.0,2025-11-14,1
519,406646,406646,10000.0,2025-05-28,1
520,305853,305853,10000.0,2025-04-21,1
521,54826,54826,10000.0,2025-01-20,1
522,784240,784240,10000.0,2025-10-14,1
523,490003,490003,10000.0,2025-06-28,1
524,723784,723784,10000.0,2025-09-21,1
525,219436,219436,10000.0,2025-03-21,1
526,785814,785814,10000.0,2025-10-14,1
527,158702,158702,10000.0,2025-02-27,1
528,161038,161038,10000.0,2025-02-27,1
529,36645,36645,10000.0,2025-01-13,1
530,803471,803471,10000.0,2025-10-21,1
531,323974,323974,10000.0,2025-04-28,1
532,159350,159350,10000.0,2025-02-27,1
533,304756,304756,10000.0,2025-04-21,1
534,122590,122590,10000.0,2025-02-13,1
535,889767,889767,10000.0,2025-11-21,1
536,951081,951081,10000.0,2025-12-14,1
537,656525,656525,10000.0,2025-08-28,1
538,514249,514249,10000.0,2025-07-07,1
539,618466,618466,10000.0,2025-08-14,1
540,220968,220968,10000.0,2025-03-21,1
541,387889,387889,10000.0,2025-05-21,1
542,140441,140441,10000.0,2025-02-20,1
543,533459,533459,10000.0,2025-07-14,1
544,657803,657803,10000.0,2025-08-28,1
545,285045,285045,10000.0,2025-04-14,1
546,851442,851442,10000.0,2025-11-07,1
547,101849,101849,10000.0,2025-02-06,1
548,348524,348524,10000.0,2025-05-07,1
549,704228,704228,10000.0,2025-09-14,1
550,533724,533724,10000.0,2025-07-14,1
551,56272,56272,10000.0,2025-01-20,1
552,684113,684113,10000.0,2025-09-07,1
553,741364,741364,10000.0,2025-09-28,1
554,869044,869044,10000.0,2025-11-14,1
555,535162,535162,10000.0,2025-07-14,1
556,784254,784254,10000.0,2025-10-14,1
557,970154,970154,10000.0,2025-12-21,1
558,56195,56195,10000.0,2025-01-20,1
559,552914,552914,10000.0,2025-07-21,1
560,513712,513712,10000.0,2025-07-07,1
561,889798,889798,10000.0,2025-11-21,1
562,284841,284841,10000.0,2025-04-14,1
563,470903,470903,10000.0,2025-06-21,1
564,323850,323850,10000.0,2025-04-28,1
565,934380,934380,10000.0,2025-12-07,1
566,572130,572130,10000.0,2025-07-28,1
567,534254,534254,10000.0,2025-07-14,1
568,618358,618358,10000.0,2025-08-14,1
569,101411,101411,10000.0,2025-02-06,1
570,804161,804161,10000.0,2025-10-21,1
571,823535,823535,10000.0,2025-10-28,1
572,431983,431983,10000.0,2025-06-07,1
573,140239,140239,10000.0,2025-02-20,1
574,684971,684971,10000.0,2025-09-07,1
575,908426,908426,10000.0,2025-11-28,1
576,286779,286779,10000.0,2025-04-14,1
577,56321,56321,10000.0,2025-01-20,1
578,347930,347930,10000.0,2025-05-07,1
579,306024,306024,10000.0,2025-04-21,1
580,160997,160997,10000.0,2025-02-27,1
581,323534,323534,10000.0,2025-04-28,1
582,121906,121906,10000.0,2025-02-13,1
583,889425,889425,10000.0,2025-11-21,1
584,323911,323911,10000.0,2025-04-28,1
585,490779,490779,10000.0,2025-06-28,1
586,368419,368419,10000.0,2025-05-14,1
587,451458,451458,10000.0,2025-06-14,1
588,824711,824711,10000.0,2025-10-28,1
589,784199,784199,10000.0,2025-10-14,1
590,324126,324126,10000.0,2025-04-28,1
591,470189,470189,10000.0,2025-06-21,1
592,513750,513750,10000.0,2025-07-07,1
593,572686,572686,10000.0,2025-07-28,1
594,685687,685687,10000.0,2025-09-07,1
595,387279,387279,10000.0,2025-05-21,1
596,265476,265476,10000.0,2025-04-07,1
597,218798,218798,10000.0,2025-03-21,1
598,514016,514016,10000.0,2025-07-07,1
599,573034,573034,10000.0,2025-07-28,1
600,889485,889485,10000.0,2025-11-21,1
601,286224,286224,10000.0,2025-04-14,1
602,140741,140741,10000.0,2025-02-20,1
603,489803,489803,10000.0,2025-06-28,1
604,805997,805997,10000.0,2025-10-21,1
605,75107,75107,10000.0,2025-01-27,1
606,870090,870090,10000.0,2025-11-14,1
607,139446,139446,10000.0,2025-02-20,1
608,470660,470660,10000.0,2025-06-21,1
609,805120,805120,10000.0,2025-10-21,1
610,470038,470038,10000.0,2025-06-21,1
611,600963,600963,10000.0,2025-08-07,1
612,823042,823042,10000.0,2025-10-28,1
613,552185,552185,10000.0,2025-07-21,1
614,219215,219215,10000.0,2025-03-21,1
615,890256,890256,10000.0,2025-11-21,1
616,470684,470684,10000.0,2025-06-21,1
617,766338,766338,10000.0,2025-10-07,1
618,266602,266602,10000.0,2025-04-07,1
619,201288,201288,10000.0,2025-03-14,1
620,598461,598461,10000.0,2025-08-07,1
621,74434,74434,10000.0,2025-01-27,1
622,823171,823171,10000.0,2025-10-28,1
623,637945,637945,10000.0,2025-08-21,1
624,434399,434399,10000.0,2025-06-07,1
625,472359,472359,10000.0,2025-06-21,1
626,989950,989950,10000.0,2025-12-28,1
627,741719,741719,10000.0,2025-09-28,1
628,991694,991694,10000.0,2025-12-28,1
629,990753,990753,10000.0,2025-12-28,1
630,200940,200940,10000.0,2025-03-14,1
631,303681,303681,10000.0,2025-04-21,1
632,266726,266726,10000.0,2025-04-07,1
